State,State1,Metro,County,"Violent
crime","Murder and 
non negligent 
manslaughter",Rape,Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny 
theft","Motor 
vehicle 
theft",Arson
LOUISIANA,LA,1,St. Martin,156,3,21,8,124,627,153,417,57,0
LOUISIANA,LA,1,St. Tammany,259,8,32,13,206,"1,485",286,"1,076",123,3
LOUISIANA,LA,1,Tangipahoa,688,10,36,78,564,"2,350",647,"1,463",240,8
LOUISIANA,LA,1,West Baton Rouge,85,2,6,15,62,545,66,427,52,6
LOUISIANA,LA,1,West Feliciana,34,0,3,1,30,60,13,42,5,0
LOUISIANA,LA,0,Allen,19,1,8,0,10,,26,,28,0
LOUISIANA,LA,0,Beauregard,18,1,5,0,12,241,55,166,20,1
LOUISIANA,LA,0,Bienville,83,0,12,3,68,196,60,118,18,1
LOUISIANA,LA,0,Caldwell,38,1,0,0,37,207,60,132,15,0
LOUISIANA,LA,0,Claiborne,16,0,0,1,15,51,12,35,4,1
LOUISIANA,LA,0,Concordia,73,0,4,18,51,304,95,196,13,0
LOUISIANA,LA,0,East Carroll,21,5,3,0,13,28,8,18,2,1
LOUISIANA,LA,0,Franklin,58,2,0,1,55,143,32,102,9,0
LOUISIANA,LA,0,Jackson,6,0,0,0,6,52,14,34,4,0
LOUISIANA,LA,0,La Salle,30,0,2,1,27,66,28,31,7,0
LOUISIANA,LA,0,Lincoln,79,0,7,0,72,197,39,147,11,0
LOUISIANA,LA,0,Madison,11,1,0,0,10,27,8,18,1,1
LOUISIANA,LA,0,Natchitoches,79,2,7,4,66,371,92,245,34,0
LOUISIANA,LA,0,Red River,33,0,0,1,32,136,45,84,7,0
LOUISIANA,LA,0,Richland,12,1,3,1,7,40,20,18,2,2
LOUISIANA,LA,0,Sabine,27,1,8,0,18,194,8,186,0,0
LOUISIANA,LA,0,St. Landry,159,4,0,13,142,746,326,370,50,0
LOUISIANA,LA,0,St. Mary,121,0,12,9,100,563,121,400,42,1
LOUISIANA,LA,0,Tensas,6,0,1,1,4,18,8,9,1,0
LOUISIANA,LA,0,Vernon,58,1,8,4,45,451,87,327,37,1
LOUISIANA,LA,0,Washington,274,0,48,13,213,657,174,418,65,4
LOUISIANA,LA,0,Webster,21,2,7,1,11,151,64,65,22,0
LOUISIANA,LA,0,West Carroll,33,1,5,1,26,57,4,48,5,0
LOUISIANA,LA,0,Winn,32,2,2,1,27,63,21,24,18,0
MAINE,ME,1,Androscoggin,13,0,5,1,7,100,25,69,6,1
MAINE,ME,1,Cumberland,29,0,9,2,18,285,57,207,21,0
MAINE,ME,1,Penobscot,5,0,0,2,3,226,46,163,17,0
MAINE,ME,1,Sagadahoc,8,0,1,1,6,58,17,36,5,1
MAINE,ME,1,York,20,0,4,4,12,291,70,209,12,0
MAINE,ME,0,Aroostook,6,0,0,0,6,77,25,48,4,0
MAINE,ME,0,Franklin,6,0,4,0,2,38,7,30,1,0
MAINE,ME,0,Hancock,4,0,1,0,3,72,16,49,7,0
MAINE,ME,0,Kennebec,21,0,4,1,16,174,51,117,6,0
MAINE,ME,0,Knox,5,0,0,0,5,156,21,122,13,1
MAINE,ME,0,Lincoln,25,0,19,0,6,128,29,92,7,0
MAINE,ME,0,Oxford,25,0,13,3,9,223,56,156,11,0
MAINE,ME,0,Piscataquis,4,0,2,0,2,45,10,32,3,0
MAINE,ME,0,Somerset,33,0,14,3,16,296,59,212,25,6
MAINE,ME,0,Waldo,13,0,0,1,12,75,33,38,4,0
MAINE,ME,0,Washington,14,0,1,0,13,82,26,54,2,0
MARYLAND,MD,1,Allegany,43,0,8,4,31,178,51,119,8,
MARYLAND,MD,1,Anne Arundel,0,0,0,0,0,0,0,0,0,0
MARYLAND,MD,1,Anne Arundel County Police Department,"1,580",16,148,371,"1,045","9,594","1,045","7,986",563,31
MARYLAND,MD,1,Baltimore County,0,0,0,0,0,0,0,0,0,0
MARYLAND,MD,1,Baltimore County Police Department,"4,718",50,382,"1,155","3,131","20,246","2,539","16,114","1,593",144
MARYLAND,MD,1,Calvert,111,0,18,18,75,760,109,618,33,3
MARYLAND,MD,1,Cecil,69,2,5,12,50,398,95,273,30,1
MARYLAND,MD,1,Charles,539,5,64,118,352,"2,213",284,"1,778",151,9
MARYLAND,MD,1,Frederick,196,0,20,23,153,"1,183",153,979,51,9
MARYLAND,MD,1,Harford,252,5,32,45,170,"1,624",257,"1,275",92,1
MARYLAND,MD,1,Howard,0,0,0,0,0,1,0,1,0,0
MARYLAND,MD,1,Howard County Police Department,512,8,57,167,280,"4,303",428,"3,612",263,26
MARYLAND,MD,1,Montgomery,7,0,0,0,7,0,0,0,0,0
MARYLAND,MD,1,Montgomery County Police Department,"1,491",15,288,512,676,"14,209","1,329","12,016",864,6
MARYLAND,MD,1,Prince George's County Police Department,"1,983",50,185,831,917,"10,750","1,253","7,426","2,071",44
MARYLAND,MD,1,Queen Anne's,45,0,5,4,36,317,52,249,16,3
MARYLAND,MD,1,Somerset,6,0,1,0,5,40,2,38,0,0
MARYLAND,MD,1,St. Mary's,202,1,20,39,142,"1,663",301,"1,297",65,6
MARYLAND,MD,1,Washington,254,0,19,30,205,"1,081",261,787,33,0
MARYLAND,MD,1,Wicomico,50,0,6,10,34,486,119,350,17,1
MARYLAND,MD,1,Worcester,15,0,4,2,9,248,33,207,8,1
MARYLAND,MD,0,Caroline,12,0,2,6,4,184,61,112,11,1
MARYLAND,MD,0,Dorchester,15,0,2,1,12,137,31,98,8,0
MARYLAND,MD,0,Garrett,60,0,11,0,49,159,37,119,3,0
MARYLAND,MD,0,Kent,5,0,2,1,2,94,33,58,3,1
MARYLAND,MD,0,Talbot,19,0,5,0,14,111,39,70,2,0
MICHIGAN,MI,1,Bay,68,1,15,7,45,422,80,324,18,1
MICHIGAN,MI,1,Berrien,117,0,37,7,73,689,106,532,51,8
MICHIGAN,MI,1,Cass,0,0,0,0,0,0,0,0,0,0
MICHIGAN,MI,1,Clinton,14,0,5,0,9,97,19,62,16,0
MICHIGAN,MI,1,Eaton,154,2,46,21,85,981,114,808,59,2
MICHIGAN,MI,1,Genesee,155,1,16,5,133,,,347,32,3
MICHIGAN,MI,1,Ingham,182,2,50,12,118,479,104,336,39,0
MICHIGAN,MI,1,Ionia,61,1,31,1,28,217,35,164,18,1
MICHIGAN,MI,1,Kalamazoo,290,2,56,34,198,"2,529",493,"1,814",222,5
MICHIGAN,MI,1,Kent,390,4,135,30,221,"2,325",333,"1,850",142,7
MICHIGAN,MI,1,Lapeer,55,1,26,1,27,180,44,112,24,0
MICHIGAN,MI,1,Livingston,63,0,23,5,35,416,48,347,21,3
MICHIGAN,MI,1,Macomb,272,1,69,30,172,"1,046",193,758,95,6
MICHIGAN,MI,1,Midland,47,0,24,0,23,259,53,196,10,0
MICHIGAN,MI,1,Montcalm,18,0,6,0,12,109,30,74,5,2
MICHIGAN,MI,1,Muskegon,68,1,29,2,36,421,87,314,20,2
MICHIGAN,MI,1,Oakland,23,0,6,5,12,37,2,30,5,1
MICHIGAN,MI,1,Ottawa,571,3,216,32,320,"2,081",331,"1,650",100,22
MICHIGAN,MI,1,Saginaw,99,0,28,10,61,522,74,435,13,1
MICHIGAN,MI,1,Shiawassee,15,0,5,0,10,152,49,95,8,1
MICHIGAN,MI,1,St. Clair,146,1,38,9,98,540,129,372,39,7
MICHIGAN,MI,1,Washtenaw,574,3,71,55,445,"1,655",268,"1,218",169,8
MICHIGAN,MI,1,Wayne,20,0,1,0,19,1,0,1,0,0
MICHIGAN,MI,0,Alcona,10,0,1,0,9,62,12,50,0,0
MICHIGAN,MI,0,Alger,3,0,0,0,3,2,1,1,0,0
MICHIGAN,MI,0,Allegan,100,0,14,3,83,535,112,369,54,3
MICHIGAN,MI,0,Alpena,23,0,9,0,14,51,12,39,0,0
MICHIGAN,MI,0,Antrim,33,1,12,0,20,130,36,85,9,2
MICHIGAN,MI,0,Arenac,25,0,7,1,17,71,35,33,3,2
MICHIGAN,MI,0,Baraga,3,0,0,0,3,15,4,9,2,0
MICHIGAN,MI,0,Barry,83,2,53,2,26,304,78,205,21,0
MICHIGAN,MI,0,Benzie,19,0,4,0,15,38,6,28,4,1
MICHIGAN,MI,0,Branch,13,0,3,0,10,119,38,67,14,1
MICHIGAN,MI,0,Charlevoix,30,0,12,0,18,96,41,52,3,1
MICHIGAN,MI,0,Cheboygan,22,0,9,0,13,30,8,21,1,0
MICHIGAN,MI,0,Chippewa,6,0,3,0,3,11,3,8,0,1
MICHIGAN,MI,0,Crawford,21,0,5,0,16,95,40,50,5,1
MICHIGAN,MI,0,Delta,4,0,1,0,3,46,2,41,3,0
MICHIGAN,MI,0,Dickinson,1,0,1,0,0,0,0,0,0,0
MICHIGAN,MI,0,Emmet,50,0,10,0,40,72,10,60,2,1
MICHIGAN,MI,0,Gladwin,31,0,2,0,29,115,49,61,5,2
MICHIGAN,MI,0,Gogebic,4,0,1,0,3,29,6,22,1,1
MICHIGAN,MI,0,Grand Traverse,145,2,57,4,82,510,65,430,15,4
MICHIGAN,MI,0,Gratiot,34,1,12,1,20,273,19,239,15,2
MICHIGAN,MI,0,Hillsdale,70,0,18,0,52,133,57,60,16,6
MICHIGAN,MI,0,Huron,16,0,7,1,8,91,31,57,3,1
MICHIGAN,MI,0,Iosco,3,0,0,0,3,1,0,1,0,0
MICHIGAN,MI,0,Iron,0,0,0,0,0,0,0,0,0,0
MICHIGAN,MI,0,Isabella,47,0,20,3,24,256,51,186,19,2
MICHIGAN,MI,0,Keweenaw,1,0,1,0,0,13,5,8,0,0
MICHIGAN,MI,0,Leelanau,7,0,2,0,5,39,11,27,1,0
MICHIGAN,MI,0,Lenawee,45,2,19,2,22,169,54,105,10,4
MICHIGAN,MI,0,Luce,35,0,1,0,34,84,15,67,2,0
MICHIGAN,MI,0,Mackinac,10,0,2,0,8,107,9,97,1,0
MICHIGAN,MI,0,Manistee,39,0,17,0,22,118,19,94,5,2
MICHIGAN,MI,0,Marquette,15,0,6,1,8,87,3,77,7,1
MICHIGAN,MI,0,Mason,36,2,7,0,27,138,29,106,3,0
MICHIGAN,MI,0,Mecosta,99,1,15,1,82,378,85,269,24,9
MICHIGAN,MI,0,Menominee,19,1,5,0,13,63,34,28,1,0
MICHIGAN,MI,0,Missaukee,26,0,5,0,21,51,8,40,3,2
MICHIGAN,MI,0,Montmorency,9,0,1,0,8,17,5,10,2,1
MICHIGAN,MI,0,Newaygo,40,0,8,0,32,241,80,152,9,2
MICHIGAN,MI,0,Oceana,46,0,5,0,41,186,56,122,8,1
MICHIGAN,MI,0,Ogemaw,12,0,4,0,8,138,42,94,2,1
MICHIGAN,MI,0,Ontonagon,8,0,0,0,8,14,3,8,3,0
MICHIGAN,MI,0,Osceola,31,0,13,0,18,140,34,98,8,0
MICHIGAN,MI,0,Oscoda,18,0,7,0,11,74,18,47,9,1
MICHIGAN,MI,0,Otsego,0,0,0,0,0,2,1,1,0,0
MICHIGAN,MI,0,Presque Isle,10,0,2,0,8,33,6,23,4,0
MICHIGAN,MI,0,Sanilac,34,0,3,2,29,87,34,41,12,0
MICHIGAN,MI,0,Schoolcraft,1,0,0,0,1,4,0,3,1,0
MICHIGAN,MI,0,St. Joseph,67,1,15,2,49,224,81,113,30,2
MICHIGAN,MI,0,Tuscola,61,1,18,1,41,160,56,91,13,1
MICHIGAN,MI,0,Van Buren,97,1,32,1,63,376,114,231,31,3
MICHIGAN,MI,0,Wexford,25,0,15,0,10,260,92,153,15,0
MINNESOTA,MN,1,Anoka,75,0,18,7,50,936,112,731,93,0
MINNESOTA,MN,1,Benton,9,0,5,1,3,173,41,101,31,1
MINNESOTA,MN,1,Blue Earth,24,0,8,0,16,105,25,66,14,0
MINNESOTA,MN,1,Carlton,12,0,4,0,8,166,56,93,17,1
MINNESOTA,MN,1,Carver,38,0,16,4,18,497,77,401,19,1
MINNESOTA,MN,1,Chisago,12,0,0,2,10,152,18,119,15,0
MINNESOTA,MN,1,Clay,7,0,1,2,4,58,22,29,7,0
MINNESOTA,MN,1,Dakota,17,0,2,0,15,48,13,34,1,1
MINNESOTA,MN,1,Dodge,11,0,1,0,10,104,27,71,6,0
MINNESOTA,MN,1,Fillmore,9,0,2,0,7,59,11,46,2,1
MINNESOTA,MN,1,Hennepin,20,0,0,0,20,44,5,35,4,0
MINNESOTA,MN,1,Houston,5,0,0,0,5,29,15,13,1,0
MINNESOTA,MN,1,Isanti,15,0,4,0,11,232,43,165,24,1
MINNESOTA,MN,1,Lake,0,0,0,0,0,19,14,5,0,0
MINNESOTA,MN,1,Le Sueur,4,0,2,0,2,60,4,53,3,0
MINNESOTA,MN,1,Mille Lacs,34,0,14,2,18,354,94,225,35,0
MINNESOTA,MN,1,Nicollet,7,0,6,1,0,52,13,37,2,0
MINNESOTA,MN,1,Olmsted,40,1,3,3,33,228,57,153,18,2
MINNESOTA,MN,1,Polk,34,1,4,0,29,167,49,112,6,0
MINNESOTA,MN,1,Ramsey,141,1,22,27,91,"1,249",158,930,161,8
MINNESOTA,MN,1,Scott,4,0,0,0,4,25,8,15,2,0
MINNESOTA,MN,1,Sherburne,30,2,5,1,22,272,26,226,20,2
MINNESOTA,MN,1,Stearns,21,0,12,1,8,164,32,124,8,0
MINNESOTA,MN,1,St. Louis,50,1,22,0,27,566,208,303,55,5
MINNESOTA,MN,1,Wabasha,7,0,1,0,6,22,3,16,3,0
MINNESOTA,MN,1,Washington,52,0,27,7,18,579,116,428,35,2
MINNESOTA,MN,1,Wright,98,0,45,3,50,"1,396",127,"1,204",65,3
MINNESOTA,MN,0,Aitkin,11,1,3,0,7,167,59,99,9,0
MINNESOTA,MN,0,Becker,29,0,11,0,18,134,57,59,18,2
MINNESOTA,MN,0,Beltrami,50,2,13,2,33,268,74,164,30,3
MINNESOTA,MN,0,Big Stone,0,0,0,0,0,14,5,7,2,0
MINNESOTA,MN,0,Brown,5,0,2,0,3,31,6,21,4,0
MINNESOTA,MN,0,Cass,37,1,5,3,28,486,143,293,50,1
MINNESOTA,MN,0,Chippewa,2,0,0,0,2,1,0,1,0,0
MINNESOTA,MN,0,Clearwater,10,0,1,0,9,47,19,24,4,1
MINNESOTA,MN,0,Cook,10,0,5,0,5,47,6,36,5,0
MINNESOTA,MN,0,Cottonwood,2,0,0,0,2,13,6,3,4,0
MINNESOTA,MN,0,Crow Wing,15,0,6,0,9,210,71,121,18,1
MINNESOTA,MN,0,Douglas,18,0,4,1,13,180,50,114,16,1
MINNESOTA,MN,0,Faribault,12,0,0,0,12,27,8,11,8,0
MINNESOTA,MN,0,Freeborn,11,0,1,0,10,84,28,48,8,6
MINNESOTA,MN,0,Goodhue,10,0,4,0,6,171,39,103,29,0
MINNESOTA,MN,0,Grant,2,0,0,0,2,6,1,5,0,0
MINNESOTA,MN,0,Hubbard,18,0,9,0,9,170,46,105,19,1
MINNESOTA,MN,0,Itasca,46,1,15,0,30,134,35,79,20,3
MINNESOTA,MN,0,Jackson,6,0,0,0,6,30,11,16,3,0
MINNESOTA,MN,0,Kandiyohi,25,0,10,1,14,170,32,121,17,1
MINNESOTA,MN,0,Kittson,0,0,0,0,0,0,0,0,0,0
MINNESOTA,MN,0,Koochiching,6,0,1,0,5,32,7,19,6,0
MINNESOTA,MN,0,Lac qui Parle,0,0,0,0,0,20,3,14,3,0
MINNESOTA,MN,0,Lake of the Woods,6,0,1,0,5,9,4,3,2,0
MINNESOTA,MN,0,Lyon,4,0,1,0,3,34,13,15,6,1
MINNESOTA,MN,0,Mahnomen,10,0,1,0,9,42,14,23,5,1
MINNESOTA,MN,0,Martin,0,0,0,0,0,14,5,7,2,0
MINNESOTA,MN,0,McLeod,11,0,6,0,5,55,10,40,5,0
MINNESOTA,MN,0,Meeker,4,0,0,1,3,103,21,77,5,0
MINNESOTA,MN,0,Morrison,10,0,0,0,10,195,45,128,22,1
MINNESOTA,MN,0,Mower,9,0,2,0,7,68,18,40,10,0
MINNESOTA,MN,0,Murray,2,0,0,0,2,6,1,5,0,0
MINNESOTA,MN,0,Nobles,6,0,1,0,5,35,10,21,4,0
MINNESOTA,MN,0,Norman,0,0,0,0,0,0,0,0,0,0
MINNESOTA,MN,0,Otter Tail,30,0,8,1,21,214,65,135,14,0
MINNESOTA,MN,0,Pennington,2,0,0,1,1,45,21,20,4,0
MINNESOTA,MN,0,Pine,138,0,42,3,93,563,126,374,63,4
MINNESOTA,MN,0,Pipestone,5,0,0,0,5,80,14,64,2,0
MINNESOTA,MN,0,Pope,6,0,1,1,4,49,18,26,5,0
MINNESOTA,MN,0,Red Lake,3,0,2,0,1,16,0,15,1,0
MINNESOTA,MN,0,Redwood,6,0,0,0,6,44,9,32,3,0
MINNESOTA,MN,0,Renville,5,0,2,0,3,81,18,55,8,0
MINNESOTA,MN,0,Rice,18,0,7,1,10,142,42,92,8,0
MINNESOTA,MN,0,Rock,7,0,1,0,6,57,14,29,14,0
MINNESOTA,MN,0,Roseau,6,0,2,0,4,31,2,27,2,0
MINNESOTA,MN,0,Sibley,2,0,0,0,2,1,1,0,0,0
MINNESOTA,MN,0,Steele,12,0,3,2,7,76,17,48,11,0
MINNESOTA,MN,0,Stevens,2,0,1,0,1,33,9,24,0,0
MINNESOTA,MN,0,Swift,2,0,0,1,1,2,0,1,1,0
MINNESOTA,MN,0,Todd,17,2,7,0,8,140,39,91,10,1
MINNESOTA,MN,0,Traverse,6,0,1,0,5,12,1,6,5,0
MINNESOTA,MN,0,Wadena,10,0,2,0,8,10,1,8,1,0
MINNESOTA,MN,0,Waseca,4,0,3,0,1,55,13,41,1,0
MINNESOTA,MN,0,Watonwan,8,0,5,0,3,26,15,10,1,1
MINNESOTA,MN,0,Wilkin,0,0,0,0,0,20,6,11,3,0
MINNESOTA,MN,0,Winona,6,0,2,0,4,79,14,60,5,0
MINNESOTA,MN,0,Yellow Medicine,3,0,1,0,2,35,8,24,3,1
MISSISSIPPI,MS,1,DeSoto,35,2,7,4,22,359,86,228,45,1
MISSISSIPPI,MS,1,Hancock,28,0,2,6,20,516,108,354,54,1
MISSISSIPPI,MS,1,Harrison,60,2,12,17,29,869,172,559,138,4
MISSISSIPPI,MS,1,Hinds,111,5,6,6,94,383,150,169,64,0
MISSISSIPPI,MS,1,Jackson,135,1,30,11,93,"1,388",292,860,236,7
MISSISSIPPI,MS,1,Lamar,87,3,20,10,54,637,166,434,37,2
MISSISSIPPI,MS,1,Madison,,2,,3,28,223,78,125,20,2
MISSISSIPPI,MS,1,Stone,47,1,15,1,30,174,56,96,22,3
MISSISSIPPI,MS,1,Tunica,,4,,7,25,383,72,261,50,2
MISSISSIPPI,MS,0,Choctaw,6,1,1,0,4,57,14,40,3,0
MISSISSIPPI,MS,0,Claiborne,21,2,1,1,17,87,62,8,17,0
MISSISSIPPI,MS,0,George,21,0,7,0,14,315,82,184,49,5
MISSISSIPPI,MS,0,Lauderdale,27,2,4,8,13,410,230,139,41,10
MISSISSIPPI,MS,0,Leflore,,4,,15,67,250,71,163,16,4
MISSISSIPPI,MS,0,Lincoln,31,0,1,11,19,299,86,203,10,0
MISSISSIPPI,MS,0,Oktibbeha,,0,,3,33,464,319,135,10,5
MISSISSIPPI,MS,0,Tishomingo,15,0,6,1,8,115,43,57,15,0
MISSOURI,MO,1,Andrew,1,0,0,0,1,41,12,24,5,0
MISSOURI,MO,1,Bates,34,0,6,1,27,120,51,69,0,0
MISSOURI,MO,1,Buchanan,41,0,17,2,22,213,38,113,62,4
MISSOURI,MO,1,Caldwell,20,2,0,0,18,87,21,54,12,0
MISSOURI,MO,1,Christian,64,0,5,1,58,250,85,137,28,
MISSOURI,MO,1,Clinton,16,0,4,1,11,53,12,36,5,0
MISSOURI,MO,1,Cole,34,1,0,1,32,381,62,286,33,1
MISSOURI,MO,1,Dallas,5,0,0,0,5,23,6,12,5,0
MISSOURI,MO,1,DeKalb,5,1,0,0,4,51,16,25,10,1
MISSOURI,MO,1,Franklin,37,0,4,2,31,,,135,55,3
MISSOURI,MO,1,Howard,17,0,2,1,14,35,8,22,5,0
MISSOURI,MO,1,Jefferson,386,3,36,27,320,"2,722",621,"1,656",445,12
MISSOURI,MO,1,Platte,48,0,15,1,32,290,54,186,50,1
MISSOURI,MO,1,Polk,34,0,9,0,25,326,100,201,25,0
MISSOURI,MO,1,St. Charles,0,0,0,0,0,0,0,0,0,0
MISSOURI,MO,1,St. Charles County Police Department,139,2,22,13,102,757,129,547,81,6
MISSOURI,MO,1,St. Louis County Police Department,"1,821",44,188,342,"1,247","8,077","1,365","5,390","1,322",58
MISSOURI,MO,1,Webster,9,1,0,0,8,178,61,97,20,0
MISSOURI,MO,0,Adair,5,0,0,0,5,97,45,45,7,1
MISSOURI,MO,0,Benton,22,2,1,0,19,214,70,114,30,
MISSOURI,MO,0,Camden,89,1,18,2,68,413,187,186,40,2
MISSOURI,MO,0,Carroll,6,0,1,0,5,32,12,9,11,0
MISSOURI,MO,0,Carter,21,0,2,0,19,54,23,20,11,0
MISSOURI,MO,0,Cedar,36,0,3,0,33,53,16,37,0,1
MISSOURI,MO,0,Dade,45,0,0,0,45,65,25,36,4,1
MISSOURI,MO,0,Daviess,17,0,0,0,17,29,10,14,5,0
MISSOURI,MO,0,Dent,12,1,5,1,5,71,46,22,3,
MISSOURI,MO,0,Gasconade,49,1,0,1,47,178,51,94,33,0
MISSOURI,MO,0,Gentry,1,0,0,0,1,30,14,11,5,0
MISSOURI,MO,0,Grundy,2,0,0,0,2,15,7,7,1,0
MISSOURI,MO,0,Harrison,3,0,0,0,3,33,17,12,4,0
MISSOURI,MO,0,Henry,78,0,5,1,72,267,117,112,38,9
MISSOURI,MO,0,Hickory,1,0,0,0,1,81,29,43,9,0
MISSOURI,MO,0,Howell,70,1,0,2,67,349,69,188,92,0
MISSOURI,MO,0,Iron,4,0,1,0,3,63,21,28,14,
MISSOURI,MO,0,Laclede,49,0,13,1,35,333,86,197,50,1
MISSOURI,MO,0,Lawrence,17,1,2,3,11,224,69,130,25,0
MISSOURI,MO,0,Linn,8,0,0,0,8,20,7,11,2,0
MISSOURI,MO,0,Livingston,2,0,0,0,2,26,8,17,1,0
MISSOURI,MO,0,Macon,4,0,2,1,1,66,30,35,1,0
MISSOURI,MO,0,Madison,0,0,0,0,0,0,0,0,0,0
MISSOURI,MO,0,Mercer,0,0,0,0,0,2,1,1,0,0
MISSOURI,MO,0,Oregon,29,0,3,0,26,91,43,33,15,0
MISSOURI,MO,0,Ozark,20,0,2,0,18,45,21,18,6,0
MISSOURI,MO,0,Pemiscot,22,2,4,2,14,80,26,43,11,
MISSOURI,MO,0,Perry,31,0,0,0,31,39,19,13,7,0
MISSOURI,MO,0,Pulaski,157,0,12,4,141,346,103,205,38,0
MISSOURI,MO,0,Ralls,30,0,0,1,29,82,30,43,9,0
MISSOURI,MO,0,Randolph,11,0,1,0,10,101,31,57,13,1
MISSOURI,MO,0,Schuyler,4,1,0,0,3,36,6,25,5,0
MISSOURI,MO,0,Shannon,17,0,2,0,15,22,4,13,5,1
MISSOURI,MO,0,Shelby,3,0,1,0,2,8,3,4,1,0
MISSOURI,MO,0,St. Clair,15,0,2,2,11,111,32,64,15,2
MISSOURI,MO,0,Ste. Genevieve,53,0,7,0,46,128,23,88,17,0
MISSOURI,MO,0,Stoddard,52,0,5,3,44,214,66,126,22,0
MISSOURI,MO,0,Taney,82,0,4,6,72,298,73,174,51,2
MISSOURI,MO,0,Texas,39,1,1,2,35,131,46,54,31,1
MISSOURI,MO,0,Wayne,23,0,2,0,21,171,58,91,22,2
MISSOURI,MO,0,Worth,6,0,0,0,6,6,0,4,2,0
MONTANA,MT,1,Carbon,21,0,2,1,18,43,10,25,8,0
MONTANA,MT,1,Cascade,,,4,3,69,248,57,157,34,4
MONTANA,MT,1,Stillwater,18,0,3,0,15,52,8,36,8,1
MONTANA,MT,1,Yellowstone,143,3,18,6,116,656,85,482,89,4
MONTANA,MT,0,Beaverhead,3,0,0,0,3,4,2,2,0,0
MONTANA,MT,0,Big Horn,53,0,6,2,45,46,2,36,8,1
MONTANA,MT,0,Broadwater,27,0,5,0,22,31,6,22,3,0
MONTANA,MT,0,Butte-Silver Bow,120,0,9,6,105,"1,372",154,"1,070",148,4
MONTANA,MT,0,Carter,0,0,0,0,0,0,0,0,0,0
MONTANA,MT,0,Custer,6,0,0,0,6,29,2,21,6,0
MONTANA,MT,0,Dawson,10,0,2,0,8,12,4,7,1,1
MONTANA,MT,0,Deer Lodge,13,0,1,0,12,268,66,176,26,1
MONTANA,MT,0,Fergus,13,0,2,0,11,32,3,20,9,2
MONTANA,MT,0,Flathead,191,2,36,6,147,862,141,622,99,4
MONTANA,MT,0,Gallatin,86,0,25,0,61,392,25,333,34,1
MONTANA,MT,0,Garfield,0,0,0,0,0,0,0,0,0,0
MONTANA,MT,0,Golden Valley,2,0,0,0,2,7,3,4,0,0
MONTANA,MT,0,Hill,22,1,3,1,17,146,10,119,17,4
MONTANA,MT,0,Jefferson,23,0,2,0,21,83,27,42,14,0
MONTANA,MT,0,Lake,81,3,10,1,67,260,52,163,45,3
MONTANA,MT,0,Lewis and Clark,63,1,12,1,49,330,74,201,55,3
MONTANA,MT,0,Lincoln,22,0,2,0,20,69,6,56,7,0
MONTANA,MT,0,Madison,10,0,2,0,8,50,11,31,8,1
MONTANA,MT,0,McCone,0,0,0,0,0,4,1,3,0,0
MONTANA,MT,0,Meagher,6,0,0,0,6,8,3,5,0,0
MONTANA,MT,0,Musselshell,11,0,1,0,10,28,2,21,5,2
MONTANA,MT,0,Park,12,0,6,0,6,26,2,21,3,0
MONTANA,MT,0,Phillips,15,0,2,0,13,52,8,34,10,0
MONTANA,MT,0,Powell,12,1,3,0,8,19,4,8,7,1
MONTANA,MT,0,Prairie,11,0,0,0,11,1,0,1,0,1
MONTANA,MT,0,Ravalli,65,0,11,0,54,266,50,196,20,3
MONTANA,MT,0,Richland,14,0,1,0,13,32,7,20,5,0
MONTANA,MT,0,Roosevelt,60,0,3,3,54,65,26,26,13,2
MONTANA,MT,0,Sanders,5,0,1,0,4,35,5,27,3,0
MONTANA,MT,0,Sweet Grass,20,1,3,0,16,46,2,36,8,0
MONTANA,MT,0,Teton,9,0,3,0,6,28,5,18,5,0
MONTANA,MT,0,Toole,30,0,4,0,26,51,4,43,4,0
MONTANA,MT,0,Valley,22,0,3,0,19,15,1,13,1,0
MONTANA,MT,0,Wheatland,9,0,0,0,9,7,0,6,1,0
NEBRASKA,NE,1,Cass,27,0,12,1,14,138,13,104,21,1
NEBRASKA,NE,1,Dixon,2,0,0,0,2,30,8,18,4,0
NEBRASKA,NE,1,Douglas,71,1,18,6,46,605,155,384,66,5
NEBRASKA,NE,1,Hall,35,0,2,1,32,113,31,73,9,0
NEBRASKA,NE,1,Lancaster,20,0,15,0,5,146,41,86,19,
NEBRASKA,NE,1,Merrick,3,0,1,0,2,3,1,1,1,0
NEBRASKA,NE,1,Sarpy,35,0,17,3,15,798,57,631,110,0
NEBRASKA,NE,1,Saunders,8,0,1,0,7,65,23,34,8,0
NEBRASKA,NE,1,Seward,3,0,0,0,3,16,7,4,5,1
NEBRASKA,NE,1,Washington,2,0,0,0,2,79,15,56,8,0
NEBRASKA,NE,0,Adams,4,0,2,0,2,72,13,54,5,0
NEBRASKA,NE,0,Arthur,0,0,0,0,0,0,0,0,0,
NEBRASKA,NE,0,Boone,2,0,1,0,1,15,4,10,1,1
NEBRASKA,NE,0,Box Butte,4,0,0,0,4,14,2,8,4,
NEBRASKA,NE,0,Buffalo,13,1,4,0,8,87,20,58,9,2
NEBRASKA,NE,0,Burt,3,0,1,0,2,20,10,7,3,
NEBRASKA,NE,0,Butler,6,0,2,0,4,28,8,15,5,0
NEBRASKA,NE,0,Cedar,3,0,0,0,3,27,0,23,4,
